Unnamed: 0,shoporder,Model,Assembly Error,Blade Does Not Pass Front Stop,Clips Out of Specification,Contamination,Continuity Fail,Cosmetic Defect,"Cracks, Splits, or Chips",Damaged Assembly After Slider Press,Damaged Harness Cable,Defective Components,Device Key Not Reading Device,Discolored Component,Engineering Instruction,Engineering Sample,Exposed Wire (Dynamic),Failed Trigger Gauge,Failure to Unlock Trigger,Front Stops Not Touching,Front and Middle Stops Not Touching,Fuse Switch,High Jaw Force,High Jaw Gap,Incorrect Configuration,Incorrect Insulation Orientation,Incorrect/Missing Weld,Insulation Damage,Jaw Short,Loose Knob Collar,Low Jaw Force,Low Jaw Gap,Material Underissue,Middle Stops Not Touching,Open Handle,Partial Pack,Particulate Matter,Program Verification Fail,Pull Test Samples,Rough Blade,Rough Jaw Actuation,Rough Knob Rotation,Scratched Logo,Scratches,Setup Scrap,Stuck Blade,Trigger Retraction,Vertical Misalignment,Wire Exposure
21,1514184,EB212,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1519723,EB212,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1524587,EB212,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37,1520623,EB212,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,1526573,EB212,0,0,0,2,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,1,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61,1477425,EB212,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
69,1478462,EB212,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
97,1478914,EB212,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,10,0,0,1,0,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
165,1490055,EB212,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
172,1482603,EB212,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,1497306,EB212,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,1501520,EB212,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
266,101474715,EB212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,1506456,EB212,0,0,0,0,3,0,0,4,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,5
282,1506358,EB212,0,0,0,0,1,0,0,0,1,0,0,0,0,32,0,0,0,0,0,24,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
286,1507971,EB212,0,0,0,0,8,5,0,0,13,0,0,0,0,0,0,0,0,2,0,1,0,3,7,0,0,3,10,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,0,1
304,1511721,EB212,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
